100
200 105 95
4 5 6 8 9 11 13 15 16 18 20 22 23 28 29 30 33 35 38 39 43 45 46 48 49 51 52 53 56 57 59 62 64 68 69 70 71 75 77 80 82 83 85 86 87 89 90 91 92 93 94 96 98 99 100 102 103 107 108 109 110 111 115 117 119 120 121 122 123 127 128 129 133 136 138 139 144 148 150 152 155 156 159 161 162 163 165 166 167 168 170 171 173 175 177 180 181 182 183 188 190 193 194 195 198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 2 3 7 10 12 14 17 19 21 24 25 26 27 31 32 34 36 37 40 41 42 44 47 50 54 55 58 60 61 63 65 66 67 72 73 74 76 78 79 81 84 88 95 97 101 104 105 106 112 113 114 116 118 124 125 126 130 131 132 134 135 137 140 141 142 143 145 146 147 149 151 153 154 157 158 160 164 169 172 174 176 178 179 184 185 186 187 189 191 192 196 197 199 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
 45.00  82.00
  6.00  36.00
 35.00  28.00
 36.00  23.00
 41.00  39.00
 23.00   6.00
 32.00  22.00
 59.00  37.00
 28.00  10.00
 14.00  59.00
 19.00  17.00
 51.00  39.00
 17.00  10.00
  7.00  36.00
 54.00  95.00
 66.00  95.00
 10.00  22.00
 42.00  46.00
  1.00  43.00
 55.00  83.00
 13.00  41.00
 43.00  87.00
  5.00  10.00
 13.00  37.00
 13.00  52.00
  1.00  36.00
 36.00  51.00
 16.00   4.00
 72.00  89.00
 39.00  84.00
 21.00  57.00
 52.00  56.00
 10.00  19.00
 42.00  60.00
 49.00  67.00
  7.00  13.00
 24.00  53.00
 28.00  13.00
 65.00  85.00
 14.00  29.00
  6.00  39.00
 22.00  40.00
 67.00  92.00
 31.00  28.00
 13.00   1.00
 48.00  27.00
 14.00  30.00
 60.00  42.00
 68.00  56.00
  9.00  38.00
 68.00  52.00
 51.00  73.00
 57.00  99.00
 32.00  37.00
 12.00  60.00
 62.00  93.00
 42.00  65.00
 12.00  25.00
 57.00  38.00
 32.00  38.00
 15.00  64.00
 34.00  78.00
 63.00  75.00
 65.00  51.00
  4.00  17.00
 39.00  57.00
 27.00  40.00
 72.00  79.00
 63.00  88.00
 62.00  91.00
 69.00  92.00
 23.00  32.00
  2.00  24.00
 26.00  63.00
 72.00  58.00
 40.00  75.00
 48.00  84.00
 40.00  45.00
 17.00  16.00
 39.00  18.00
 26.00  54.00
 47.00  71.00
 18.00   7.00
 70.00  51.00
 51.00  41.00
 15.00   2.00
 24.00  25.00
 28.00  30.00
 40.00  66.00
 39.00  30.00
 32.00  52.00
 49.00  43.00
 67.00  63.00
 68.00  64.00
 13.00  35.00
 10.00  22.00
 19.00  50.00
 23.00  11.00
 24.00  14.00
 74.00  88.00
 28.00  59.00
 38.00  77.00
 70.00  70.00
 33.00  28.00
 13.00  43.00
 10.00  35.00
 20.00  28.00
 56.00  73.00
 46.00  89.00
 68.00  86.00
 55.00  93.00
 22.00  36.00
  8.00  27.00
  8.00   4.00
 26.00   7.00
 30.00  62.00
 10.00  17.00
  3.00  27.00
 57.00  60.00
  9.00   5.00
 42.00  20.00
 52.00  76.00
 42.00  33.00
 28.00  42.00
 29.00  56.00
 30.00  71.00
 38.00  18.00
  6.00   8.00
 32.00  21.00
  2.00  40.00
  8.00  46.00
  4.00  38.00
 62.00  65.00
 12.00  28.00
 18.00  45.00
 46.00  35.00
 27.00  24.00
 74.00  61.00
 66.00  58.00
 27.00  42.00
 32.00  44.00
  2.00  43.00
 30.00  72.00
 18.00   9.00
 11.00  53.00
  8.00  52.00
 18.00  53.00
 38.00  57.00
 14.00  49.00
 19.00   9.00
 18.00  44.00
 49.00  60.00
 33.00  55.00
 37.00  71.00
 15.00   6.00
 74.00  77.00
 26.00  34.00
 26.00  56.00
 28.00  11.00
 21.00  29.00
 64.00  92.00
 74.00  98.00
 62.00  81.00
  3.00  34.00
 52.00  52.00
 69.00  78.00
 45.00  27.00
 51.00  57.00
 42.00  66.00
 72.00  78.00
 57.00  72.00
  6.00  14.00
 63.00  93.00
  3.00  50.00
 21.00  13.00
 40.00  74.00
 44.00  80.00
 23.00  66.00
 12.00  42.00
 68.00  70.00
 48.00  38.00
 44.00  26.00
 48.00  71.00
 41.00  35.00
 28.00  76.00
 32.00  66.00
 30.00  71.00
 29.00  14.00
 35.00  69.00
 40.00  84.00
 18.00  30.00
 21.00  34.00
 36.00  24.00
 53.00  64.00
  2.00  12.00
 49.00  92.00
 37.00  82.00
 55.00  37.00
 46.00  58.00
 32.00  31.00
